item,type,kanji,earn_rate,earning,area,ken,station
熱海プリン屋,食品,1000万円,500万円,50%,中部,静岡県,熱海
アジの干物屋,食品,1000万円,500万円,50%,中部,静岡県,熱海
揚げワンタン屋,食品,1000万円,500万円,50%,中部,静岡県,熱海
海の見えるカフェ,食品,1億円,4000万円,40%,中部,静岡県,熱海
海岸エステホテル,観光,40億円,1億6000万円,4%,中部,静岡県,熱海
国宝美術館,観光,250億円,2億5000万円,1%,中部,静岡県,熱海
金目鯛コロッケ屋,食品,1000万円,1000万円,100%,中部,静岡県,下田
金目鯛コロッケ屋,食品,1000万円,1000万円,100%,中部,静岡県,下田
金目鯛コロッケ屋,食品,1000万円,1000万円,100%,中部,静岡県,下田
黒船グッズ屋,観光,1000万円,500万円,50%,中部,静岡県,下田
いけんだ煮みそ鍋屋,食品,1億円,400万円,4%,中部,静岡県,下田
焼きそば屋,食品,1000万円,800万円,80%,中部,静岡県,富士宮
焼きそば屋,食品,1000万円,800万円,80%,中部,静岡県,富士宮
焼きそば屋,食品,1000万円,800万円,80%,中部,静岡県,富士宮
酪農牧場,農林,4億円,2800万円,7%,中部,静岡県,富士宮
ミカン園,農林,5000万円,150万円,3%,中部,静岡県,富士宮
天然水工場,食品,6億円,1800万円,3%,中部,静岡県,富士宮
薬品工場,工業,20億円,2000万円,1%,中部,静岡県,富士宮
製紙工場,工業,80億円,8000万円,1%,中部,静岡県,富士宮
コロッケ屋,食品,1000万円,800万円,80%,中部,静岡県,三島
コロッケ屋,食品,1000万円,800万円,80%,中部,静岡県,三島
うなぎ屋,食品,1億円,1000万円,10%,中部,静岡県,三島
うなぎ屋,食品,1億円,1000万円,10%,中部,静岡県,三島
ミカン園,農林,5000万円,150万円,3%,中部,静岡県,三島
医薬品工場,工業,40億円,4000万円,1%,中部,静岡県,三島
医薬品工場,工業,40億円,4000万円,1%,中部,静岡県,三島
製紙工場,工業,200億円,2億円,1%,中部,静岡県,三島
桜餅の葉っぱ園,農林,5000万円,4000万円,80%,中部,静岡県,松崎
桜餅の葉っぱ園,農林,5000万円,4000万円,80%,中部,静岡県,松崎
桜餅の葉っぱ園,農林,5000万円,4000万円,80%,中部,静岡県,松崎
ミカン園,農林,5000万円,150万円,3%,中部,静岡県,松崎
ミカン園,農林,5000万円,150万円,3%,中部,静岡県,松崎
こて絵記念館,観光,4億円,400万円,1%,中部,静岡県,松崎
海の若大将記念館,観光,10億円,1000万円,1%,中部,静岡県,松崎
わさび田,農林,8000万円,800万円,10%,中部,静岡県,修善寺
ミカン園,農林,5000万円,150万円,3%,中部,静岡県,修善寺
ミカン園,農林,5000万円,150万円,3%,中部,静岡県,修善寺
能舞台日本旅館,観光,40億円,1億2000万円,3%,中部,静岡県,修善寺
日本旅館,観光,20億円,2000万円,1%,中部,静岡県,修善寺
日本旅館,観光,20億円,2000万円,1%,中部,静岡県,修善寺
日本旅館,観光,20億円,2000万円,1%,中部,静岡県,修善寺
花の公園,観光,30億円,3000万円,1%,中部,静岡県,修善寺
サマーオレンジ園,農林,5000万円,500万円,10%,中部,静岡県,伊豆高原
サマーオレンジ園,農林,5000万円,500万円,10%,中部,静岡県,伊豆高原
サマーオレンジ園,農林,5000万円,500万円,10%,中部,静岡県,伊豆高原
テディベア博物館,観光,4億円,800万円,2%,中部,静岡県,伊豆高原
シャボテン公園,観光,5億円,1000万円,2%,中部,静岡県,伊豆高原
万華鏡博物館,観光,2億円,200万円,1%,中部,静岡県,伊豆高原
ペット博物館,観光,2億円,200万円,1%,中部,静岡県,伊豆高原
機械仕掛け博物館,観光,3億円,300万円,1%,中部,静岡県,伊豆高原
コメダ珈琲店,食品,1000万円,2000万円,200%,中部,愛知県,栄
コメダ珈琲店,食品,1000万円,2000万円,200%,中部,愛知県,栄
鬼まんじゅう屋,食品,1000万円,500万円,50%,中部,愛知県,栄
カレー煮うどん屋,食品,1000万円,500万円,50%,中部,愛知県,栄
みそ煮うどん屋,食品,3000万円,1500万円,50%,中部,愛知県,栄
わらびもち屋,食品,3億円,3000万円,10%,中部,愛知県,栄
ブランド街,商業,180億円,7億2000万円,4%,中部,愛知県,栄
百貨店,商業,20億円,4000万円,2%,中部,愛知県,栄
えびせんべい屋,食品,1000万円,800万円,80%,中部,愛知県,名古屋
みそ煮うどん屋,食品,3000万円,1500万円,50%,中部,愛知県,名古屋
ひつまぶし屋,食品,1億円,700万円,7%,中部,愛知県,名古屋
高級陶磁器工場,工業,170億円,5億1000万円,3%,中部,愛知県,名古屋
兄弟ミシン工業,工業,200億円,6億円,3%,中部,愛知県,名古屋
プロ野球チーム,観光,60億円,1億2000万円,2%,中部,愛知県,名古屋
セラミクス工場,工業,700億円,14億円,2%,中部,愛知県,名古屋
ガスコンロ工場,工業,780億円,15億6000万円,2%,中部,愛知県,名古屋
チキンコロッケ屋,食品,1000万円,800万円,80%,中部,愛知県,豊田
八丁味噌焼きそば屋,食品,1000万円,500万円,50%,中部,愛知県,豊田
ジャンボ梨園,農林,1億円,300万円,3%,中部,愛知県,豊田
ジャンボ梨園,農林,1億円,300万円,3%,中部,愛知県,豊田
自動車工場,工業,7000億円,210億円,3%,中部,愛知県,豊田
自動車記念館,観光,8億円,800万円,1%,中部,愛知県,豊田
サッカースタジアム,観光,448億円,4億4800万円,1%,中部,愛知県,豊田
えびせんべい屋,食品,1000万円,800万円,80%,中部,愛知県,常滑
トイレ工場,工業,20億円,6000万円,3%,中部,愛知県,常滑
タイル建材工場,工業,10億円,2000万円,2%,中部,愛知県,常滑
常滑焼工房,商業,1億円,100万円,1%,中部,愛知県,常滑
常滑焼工房,商業,1億円,100万円,1%,中部,愛知県,常滑
瀬戸焼きそば,食品,1000万円,500万円,50%,中部,愛知県,瀬戸
瀬戸焼きそば,食品,1000万円,500万円,50%,中部,愛知県,瀬戸
瀬戸焼き物工房,商業,3億円,1500万円,5%,中部,愛知県,瀬戸
ジブリパーク,観光,340億円,17億円,5%,中部,愛知県,瀬戸
ノベルティ生産工房,商業,1億円,300万円,3%,中部,愛知県,瀬戸
北京飯店,食品,1000万円,500万円,50%,中部,愛知県,安城
あんまき屋,食品,1000万円,500万円,50%,中部,愛知県,安城
いちじく畑,農林,1億円,300万円,3%,中部,愛知県,安城
いちじく畑,農林,1億円,300万円,3%,中部,愛知県,安城
安城梨園,農林,1億円,200万円,2%,中部,愛知県,安城
安城梨園,農林,1億円,200万円,2%,中部,愛知県,安城
薬局チェーン本社,商業,154億円,3億800万円,2%,中部,愛知県,安城
電動工具工場,工業,242億円,2億4200万円,1%,中部,愛知県,安城
豊橋カレーうどん屋,食品,1000万円,500万円,50%,中部,愛知県,豊橋
ちくわ屋,食品,1000万円,500万円,50%,中部,愛知県,豊橋
ブロッコリー畑,農林,8000万円,640万円,8%,中部,愛知県,豊橋
外車販売会社,商業,20億円,8000万円,4%,中部,愛知県,豊橋
うずら養鶏場,農林,1億円,300万円,3%,中部,愛知県,豊橋
うずら養鶏場,農林,1億円,300万円,3%,中部,愛知県,豊橋
自動車部品工場,工業,40億円,1億2000万円,3%,中部,愛知県,豊橋
粘着テープ工場,工業,267億円,5億3400万円,2%,中部,愛知県,豊橋
八丁味噌工場,食品,4億円,2800万円,7%,中部,愛知県,岡崎
八丁味噌工場,食品,4億円,2800万円,7%,中部,愛知県,岡崎
八丁味噌工場,食品,4億円,2800万円,7%,中部,愛知県,岡崎
工業用砥石工場,工業,28億円,2800万円,1%,中部,愛知県,岡崎
自動車工場,工業,80億円,8000万円,1%,中部,愛知県,岡崎
巨大水族館,観光,400億円,20億円,5%,中部,愛知県,名古屋港
観覧車パーク,観光,9億円,3600万円,4%,中部,愛知県,名古屋港
鉄道博物館,観光,55億円,1億6500万円,3%,中部,愛知県,名古屋港
国際見本市館,観光,150億円,4億5000万円,3%,中部,愛知県,名古屋港
南極観測船記念館,観光,10億円,2000万円,2%,中部,愛知県,名古屋港
ブロック王国,観光,320億円,3億2000万円,1%,中部,愛知県,名古屋港
天むす屋,食品,1000万円,800万円,80%,近畿,三重県,津
たこ焼きパフェ屋,食品,1000万円,500万円,50%,近畿,三重県,津
福引せんべい屋,食品,1000万円,500万円,50%,近畿,三重県,津
巨大ぎょうざ屋,食品,1000万円,500万円,50%,近畿,三重県,津
うなぎ屋,食品,1000万円,500万円,50%,近畿,三重県,津
肉まんあんまん工場,食品,22億円,1億1000万円,5%,近畿,三重県,津
造船所,工業,30億円,9000万円,3%,近畿,三重県,津
ベビーラーメン工場,食品,18億円,3600万円,2%,近畿,三重県,津
てこね寿司屋,食品,5000万円,4000万円,80%,近畿,三重県,伊勢
てこね寿司屋,食品,5000万円,4000万円,80%,近畿,三重県,伊勢
ぱんじゅう屋,食品,1000万円,500万円,50%,近畿,三重県,伊勢
伊勢うどん屋,食品,1000万円,500万円,50%,近畿,三重県,伊勢
伊勢うどん屋,食品,1000万円,500万円,50%,近畿,三重県,伊勢
ふくふくもち屋,食品,3億円,1500万円,5%,近畿,三重県,伊勢
おまいり横丁,観光,200億円,4億円,2%,近畿,三重県,伊勢
戦国パーク,観光,10億円,1000万円,1%,近畿,三重県,伊勢
とんてき屋,食品,1000万円,500万円,50%,近畿,三重県,四日市
点火プラグ工場,工業,75億円,2億2500万円,3%,近畿,三重県,四日市
食品素材工場,工業,77億円,2億3100万円,3%,近畿,三重県,四日市
物流倉庫会社,商業,84億円,2億5200万円,3%,近畿,三重県,四日市
板ガラス工場,工業,100億円,3億円,3%,近畿,三重県,四日市
金属工場,工業,262億円,7億8600万円,3%,近畿,三重県,四日市
石油精製工場,工業,200億円,4億円,2%,近畿,三重県,四日市
石油精製工場,工業,200億円,4億円,2%,近畿,三重県,四日市
手裏剣せんべい屋,食品,1000万円,500万円,50%,近畿,三重県,伊賀
堅焼きせんべい屋,食品,1000万円,500万円,50%,近畿,三重県,伊賀
松尾芭蕉グッズ屋,観光,3000万円,300万円,10%,近畿,三重県,伊賀
忍者屋敷,観光,2億円,600万円,3%,近畿,三重県,伊賀
伊賀牛屋,食品,6億円,1800万円,3%,近畿,三重県,伊賀
伊賀牛屋,食品,6億円,1800万円,3%,近畿,三重県,伊賀
伊賀焼き物工房,商業,4億円,800万円,2%,近畿,三重県,伊賀
伊賀組ひも工房,商業,1億円,100万円,1%,近畿,三重県,伊賀
牡蠣養殖工場,水産,8億円,4000万円,5%,近畿,三重県,鳥羽
牡蠣養殖工場,水産,8億円,4000万円,5%,近畿,三重県,鳥羽
黒鯛漁,水産,7億円,2800万円,4%,近畿,三重県,鳥羽
真珠養殖工場,水産,5億円,1500万円,3%,近畿,三重県,鳥羽
真珠養殖工場,水産,5億円,1500万円,3%,近畿,三重県,鳥羽
松阪牛屋,食品,8億円,2400万円,3%,近畿,三重県,松阪
松阪牛屋,食品,8億円,2400万円,3%,近畿,三重県,松阪
松阪牛屋,食品,8億円,2400万円,3%,近畿,三重県,松阪
松阪牛屋,食品,8億円,2400万円,3%,近畿,三重県,松阪
松阪牛屋,食品,8億円,2400万円,3%,近畿,三重県,松阪
ひこっしーグッズ屋,観光,1000万円,1000万円,100%,近畿,滋賀県,彦根
近江ちゃんぽん屋,食品,1000万円,500万円,50%,近畿,滋賀県,彦根
和ローソク屋,商業,3000万円,1500万円,50%,近畿,滋賀県,彦根
和ローソク屋,商業,3000万円,1500万円,50%,近畿,滋賀県,彦根
赤かぶら漬け屋,食品,3000万円,1500万円,50%,近畿,滋賀県,彦根
仏壇工場,工業,10億円,2000万円,2%,近畿,滋賀県,彦根
塩すき焼き屋,食品,1億円,100万円,1%,近畿,滋賀県,彦根
走り餅屋,食品,1000万円,500万円,50%,近畿,滋賀県,大津
走り餅屋,食品,1000万円,500万円,50%,近畿,滋賀県,大津
しじみめし屋,食品,1000万円,500万円,50%,近畿,滋賀県,大津
しじみめし屋,食品,1000万円,500万円,50%,近畿,滋賀県,大津
液晶用ガラス工場,工業,320億円,12億8000万円,4%,近畿,滋賀県,大津
バイオ研究所,工業,90億円,2億7000万円,3%,近畿,滋賀県,大津
和菓子屋,食品,1億円,200万円,2%,近畿,滋賀県,大津
産業用センサー工場,工業,28億円,5600万円,2%,近畿,滋賀県,大津
でっちようかん屋,食品,1000万円,500万円,50%,近畿,滋賀県,近江八幡
でっちようかん屋,食品,1000万円,500万円,50%,近畿,滋賀県,近江八幡
赤コンニャク屋,食品,1000万円,500万円,50%,近畿,滋賀県,近江八幡
バウムクーヘン屋,食品,1億円,1500万円,15%,近畿,滋賀県,近江八幡
近江牛屋,食品,8億円,3200万円,4%,近畿,滋賀県,近江八幡
近江牛屋,食品,8億円,3200万円,4%,近畿,滋賀県,近江八幡
瓦工場,工業,2億円,400万円,2%,近畿,滋賀県,近江八幡
製薬会社,工業,40億円,4000万円,1%,近畿,滋賀県,近江八幡
フィギュア博物館,観光,20億円,8000万円,4%,近畿,滋賀県,長浜
まんねん灸工場,工業,10億円,3000万円,3%,近畿,滋賀県,長浜
カモなべ屋,食品,1億円,200万円,2%,近畿,滋賀県,長浜
カモなべ屋,食品,1億円,200万円,2%,近畿,滋賀県,長浜
オルゴール館,観光,4億円,400万円,1%,近畿,滋賀県,長浜
ガラス工房,観光,6億円,600万円,1%,近畿,滋賀県,長浜
鉄道記念館,観光,60億円,6000万円,1%,近畿,滋賀県,長浜
黒壁の町並み,観光,80億円,8000万円,1%,近畿,滋賀県,長浜
肉じゃが屋,食品,1000万円,500万円,50%,近畿,京都府,舞鶴
肉じゃが屋,食品,1000万円,500万円,50%,近畿,京都府,舞鶴
軍港カレー屋,食品,1000万円,500万円,50%,近畿,京都府,舞鶴
軍港カレー屋,食品,1000万円,500万円,50%,近畿,京都府,舞鶴
万願寺トウガラシ畑,農林,3000万円,150万円,5%,近畿,京都府,舞鶴
音頭せんべい屋,食品,1000万円,500万円,50%,近畿,京都府,福知山
栗のテリーヌ屋,食品,2億円,2000万円,10%,近畿,京都府,福知山
痔の薬品工場,工業,50億円,5億円,10%,近畿,京都府,福知山
ビタミン剤工場,工業,100億円,7億円,7%,近畿,京都府,福知山
ブドウ園,農林,5000万円,250万円,5%,近畿,京都府,福知山
タケノコ林,農林,8000万円,400万円,5%,近畿,京都府,福知山
タケノコ林,農林,8000万円,400万円,5%,近畿,京都府,福知山
磁気テープ工場,工業,60億円,1億8000万円,3%,近畿,京都府,福知山
ゲーム開発会社,工業,102億円,20億4000万円,20%,近畿,京都府,京都
鉄道博物館,観光,70億円,10億5000万円,15%,近畿,京都府,京都
あぶり餅屋,食品,1億円,1000万円,10%,近畿,京都府,京都
あぶり餅屋,食品,1億円,1000万円,10%,近畿,京都府,京都
あぶらとり紙屋,商業,5億円,5000万円,10%,近畿,京都府,京都
女性下着会社,商業,132億円,6億6000万円,5%,近畿,京都府,京都
宅配便会社,商業,7200億円,288億円,4%,近畿,京都府,京都
自動改札機会社,工業,460億円,13億8000万円,3%,近畿,京都府,京都
京の米料亭,食品,2億円,3000万円,15%,近畿,京都府,祇園
鮨割烹,食品,3億円,4500万円,15%,近畿,京都府,祇園
イタリアン料理店,食品,4億円,6000万円,15%,近畿,京都府,祇園
天然かき氷屋,食品,1億円,1000万円,10%,近畿,京都府,祇園
老舗コーヒー店,食品,1億円,1000万円,10%,近畿,京都府,祇園
葛きり屋,食品,2億円,2000万円,10%,近畿,京都府,祇園
生麩屋,食品,3億円,3000万円,10%,近畿,京都府,祇園
帆布工場,工業,5億円,3500万円,7%,近畿,京都府,祇園
高級料亭,食品,5億円,5000万円,10%,近畿,京都府,嵐山
高級料亭,食品,5億円,5000万円,10%,近畿,京都府,嵐山
料亭億兆,食品,60億円,4億2000万円,7%,近畿,京都府,嵐山
湯豆腐料理屋,食品,1億円,300万円,3%,近畿,京都府,嵐山
湯豆腐料理屋,食品,1億円,300万円,3%,近畿,京都府,嵐山
帰ってきた宮田麺児,食品,1000万円,2000万円,200%,近畿,大阪府,大阪
イカ焼き屋,食品,1000万円,1000万円,100%,近畿,大阪府,大阪
タコ焼き屋,食品,1000万円,500万円,50%,近畿,大阪府,大阪
タコ焼き屋,食品,1000万円,500万円,50%,近畿,大阪府,大阪
お笑い興行,観光,40億円,4億円,10%,近畿,大阪府,大阪
プロ野球チーム,観光,80億円,4億円,5%,近畿,大阪府,大阪
はりはり鍋屋,食品,1億円,300万円,3%,近畿,大阪府,大阪
消防車工場,工業,50億円,1億円,2%,近畿,大阪府,大阪
タコ焼き屋,食品,1000万円,1000万円,100%,近畿,大阪府,なんば
豚まん屋,食品,1000万円,1000万円,100%,近畿,大阪府,なんば
セイロンライス屋,食品,1000万円,500万円,50%,近畿,大阪府,なんば
お笑い劇場,観光,5億円,7500万円,15%,近畿,大阪府,なんば
お笑い興行,観光,50億円,5億円,10%,近畿,大阪府,なんば
黒門市場,水産,16億円,9600万円,6%,近畿,大阪府,なんば
老舗デパート,商業,560億円,22億4000万円,4%,近畿,大阪府,なんば
日本橋電気街,商業,100億円,3億円,3%,近畿,大阪府,なんば
ヨーグルトケーキ屋,食品,1000万円,1000万円,100%,近畿,大阪府,天王寺
串かつ屋,食品,1000万円,800万円,80%,近畿,大阪府,天王寺
将棋場,観光,1000万円,500万円,50%,近畿,大阪府,天王寺
将棋場,観光,1000万円,500万円,50%,近畿,大阪府,天王寺
シチューうどん屋,食品,1000万円,500万円,50%,近畿,大阪府,天王寺
仰天閣タワー,観光,80億円,1億6000万円,2%,近畿,大阪府,天王寺
あべのルルカス,商業,1300億円,26億円,2%,近畿,大阪府,天王寺
動物園,観光,40億円,4000万円,1%,近畿,大阪府,天王寺
韓国キムチ屋,食品,1000万円,1000万円,100%,近畿,大阪府,鶴橋
韓国焼き肉屋,食品,3000万円,2400万円,80%,近畿,大阪府,鶴橋
韓国焼き肉屋,食品,3000万円,2400万円,80%,近畿,大阪府,鶴橋
チジミ屋,食品,1000万円,500万円,50%,近畿,大阪府,鶴橋
トッポギ屋,食品,1000万円,500万円,50%,近畿,大阪府,鶴橋
くるみ餅屋,食品,1000万円,1000万円,100%,近畿,大阪府,堺
うどんすき屋本店,食品,1億円,8000万円,80%,近畿,大阪府,堺
かすうどん屋,食品,1000万円,500万円,50%,近畿,大阪府,堺
かすうどん屋,食品,1000万円,500万円,50%,近畿,大阪府,堺
クラッカー菓子工場,食品,2億円,1400万円,7%,近畿,大阪府,堺
回転寿司チェーン,食品,20億円,1億4000万円,7%,近畿,大阪府,堺
引越センター,商業,37億円,2億5900万円,7%,近畿,大阪府,堺
刃物工場,工業,2億円,600万円,3%,近畿,大阪府,堺
だんじりグッズ屋,観光,1000万円,1000万円,100%,近畿,大阪府,岸和田
水なす畑,農林,5000万円,500万円,10%,近畿,大阪府,岸和田
水なす畑,農林,5000万円,500万円,10%,近畿,大阪府,岸和田
タマネギ畑,農林,3000万円,150万円,5%,近畿,大阪府,岸和田
顕微鏡ガラス工場,工業,20億円,4000万円,2%,近畿,大阪府,岸和田
紅葉の天ぷら屋,食品,1000万円,800万円,80%,近畿,大阪府,吹田
即席めん工場,食品,60億円,4億2000万円,7%,近畿,大阪府,吹田
ビール工場,食品,100億円,4億円,4%,近畿,大阪府,吹田
目薬メーカー,工業,150億円,6億円,4%,近畿,大阪府,吹田
くずきり工場,食品,2億円,600万円,3%,近畿,大阪府,吹田
てっぺん化粧品工場,工業,6億円,1200万円,2%,近畿,大阪府,吹田
ぞうきん工場,工業,120億円,2億4000万円,2%,近畿,大阪府,吹田
エキスポシティ,観光,80億円,8000万円,1%,近畿,大阪府,吹田
フランクフルト屋,食品,1000万円,800万円,80%,近畿,大阪府,京橋
つかみ寿司屋,食品,1億円,1000万円,10%,近畿,大阪府,京橋
お笑い劇場,観光,4億円,4000万円,10%,近畿,大阪府,京橋
テレビ局,観光,100億円,10億円,10%,近畿,大阪府,京橋
テレビ局,観光,10億円,7000万円,7%,近畿,大阪府,京橋
ポニョソニック電機,工業,4000億円,400億円,10%,近畿,大阪府,門真
経営の神様記念館,観光,24億円,1億9200万円,8%,近畿,大阪府,門真
クワイ畑,農林,1億円,400万円,4%,近畿,大阪府,門真
クワイ畑,農林,1億円,400万円,4%,近畿,大阪府,門真
ジェネリック薬品,工業,47億円,1億8800万円,4%,近畿,大阪府,門真
自動車部品工場,工業,6億円,1800万円,3%,近畿,大阪府,門真
マホービン工場,工業,40億円,1億2000万円,3%,近畿,大阪府,門真
電池充電器工場,工業,80億円,2億4000万円,3%,近畿,大阪府,門真
ジンベイザメ水族館,観光,600億円,60億円,10%,近畿,大阪府,天保山
アウトレットモール,商業,100億円,4億円,4%,近畿,大阪府,天保山
ロック・カフェ,食品,2億円,600万円,3%,近畿,大阪府,天保山
大観覧車,観光,40億円,1億2000万円,3%,近畿,大阪府,天保山
映画ランドジャパン,観光,3500億円,35億円,1%,近畿,大阪府,天保山
あったらいいな製薬,工業,35億円,2億1000万円,6%,近畿,大阪府,北浜
ビタミンＡ製薬,工業,1500億円,90億円,6%,近畿,大阪府,北浜
アルバム製作会社,工業,66億円,2億6400万円,4%,近畿,大阪府,北浜
シノノギ製薬,工業,200億円,8億円,4%,近畿,大阪府,北浜
医療品製薬,工業,550億円,16億5000万円,3%,近畿,大阪府,北浜
スタミナ製薬,工業,500億円,10億円,2%,近畿,大阪府,北浜
紡績工場,工業,220億円,2億2000万円,1%,近畿,大阪府,北浜
繊維メーカー,工業,240億円,2億4000万円,1%,近畿,大阪府,北浜
卵かけごはん屋,食品,500万円,1000万円,200%,近畿,兵庫県,出石
皿そば屋,食品,1000万円,1000万円,100%,近畿,兵庫県,出石
皿そば屋,食品,1000万円,1000万円,100%,近畿,兵庫県,出石
皿そば屋,食品,1000万円,1000万円,100%,近畿,兵庫県,出石
皿そば屋,食品,1000万円,1000万円,100%,近畿,兵庫県,出石
露店トマト屋,食品,1000万円,700万円,70%,近畿,兵庫県,出石
出石白磁工房,商業,1億円,100万円,1%,近畿,兵庫県,出石
出石白磁工房,商業,1億円,100万円,1%,近畿,兵庫県,出石
忠臣蔵グッズ屋,観光,1000万円,1000万円,100%,近畿,兵庫県,赤穂
塩まんじゅう屋,食品,1000万円,500万円,50%,近畿,兵庫県,赤穂
製塩工場,食品,7億円,2100万円,3%,近畿,兵庫県,赤穂
製塩工場,食品,7億円,2100万円,3%,近畿,兵庫県,赤穂
製塩工場,食品,7億円,2100万円,3%,近畿,兵庫県,赤穂
布海苔養殖場,水産,3億円,300万円,1%,近畿,兵庫県,赤穂
味噌だれギョーザ屋,食品,1000万円,1000万円,100%,近畿,兵庫県,神戸
あん食トースト屋,食品,1000万円,1000万円,100%,近畿,兵庫県,神戸
缶コーヒー工場,食品,280億円,11億2000万円,4%,近畿,兵庫県,神戸
元町中華街,観光,300億円,9億円,3%,近畿,兵庫県,神戸
フランスパン屋,食品,1億円,200万円,2%,近畿,兵庫県,神戸
ステーキハウス,食品,10億円,2000万円,2%,近畿,兵庫県,神戸
ベルト工場,工業,80億円,1億6000万円,2%,近畿,兵庫県,神戸
スポーツ靴工場,工業,270億円,5億4000万円,2%,近畿,兵庫県,神戸
吹き戻し屋,商業,500万円,500万円,100%,近畿,兵庫県,淡路島
タマネギ畑,農林,5000万円,400万円,8%,近畿,兵庫県,淡路島
タマネギ畑,農林,5000万円,400万円,8%,近畿,兵庫県,淡路島
お香工場,工業,1億円,200万円,2%,近畿,兵庫県,淡路島
淡路瓦工場,工業,3億円,300万円,1%,近畿,兵庫県,淡路島
焼きアナゴ寿司屋,食品,1000万円,700万円,70%,近畿,兵庫県,姫路
焼きアナゴ寿司屋,食品,1000万円,700万円,70%,近畿,兵庫県,姫路
どろ焼き屋,食品,1000万円,500万円,50%,近畿,兵庫県,姫路
液晶パネル工場,工業,3000億円,90億円,3%,近畿,兵庫県,姫路
幼児服チェーン本店,商業,25億円,5000万円,2%,近畿,兵庫県,姫路
石油工場,工業,80億円,8000万円,1%,近畿,兵庫県,姫路
化学工場,工業,100億円,1億円,1%,近畿,兵庫県,姫路
製鉄所,工業,200億円,2億円,1%,近畿,兵庫県,姫路
明石タコ焼き屋,食品,1000万円,700万円,70%,近畿,兵庫県,明石
明石タコ焼き屋,食品,1000万円,700万円,70%,近畿,兵庫県,明石
明石タコ焼き屋,食品,1000万円,700万円,70%,近畿,兵庫県,明石
明石タコ焼き屋,食品,1000万円,700万円,70%,近畿,兵庫県,明石
海鮮市場,水産,6億円,1200万円,2%,近畿,兵庫県,明石
麦わら細工屋,商業,1000万円,500万円,50%,近畿,兵庫県,城崎
間人蟹料理屋,食品,8億円,8000万円,10%,近畿,兵庫県,城崎
カニ割烹旅館,観光,20億円,1億4000万円,7%,近畿,兵庫県,城崎
但馬牛屋,食品,4億円,1600万円,4%,近畿,兵庫県,城崎
但馬牛屋,食品,4億円,1600万円,4%,近畿,兵庫県,城崎
醤油工房,食品,3億円,900万円,3%,近畿,兵庫県,城崎
水族館,観光,7億円,1400万円,2%,近畿,兵庫県,城崎
城崎温泉旅館,観光,10億円,2000万円,2%,近畿,兵庫県,城崎
すきやきパン屋,食品,1000万円,500万円,50%,近畿,兵庫県,三田
丹波松茸屋,食品,5億円,3500万円,7%,近畿,兵庫県,三田
三田牛ステーキ屋,食品,3億円,900万円,3%,近畿,兵庫県,三田
丹波栗屋,食品,1億円,200万円,2%,近畿,兵庫県,三田
丹波栗屋,食品,1億円,200万円,2%,近畿,兵庫県,三田
炭酸せんべい屋,食品,1000万円,500万円,50%,近畿,兵庫県,有馬
炭酸せんべい屋,食品,1000万円,500万円,50%,近畿,兵庫県,有馬
老舗日本旅館,観光,50億円,4億円,8%,近畿,兵庫県,有馬
日本旅館,観光,10億円,4000万円,4%,近畿,兵庫県,有馬
日本旅館,観光,10億円,4000万円,4%,近畿,兵庫県,有馬
牛乳スープ鍋屋,食品,1000万円,1000万円,100%,近畿,奈良県,橿原
柿の葉寿司屋,食品,1000万円,500万円,50%,近畿,奈良県,橿原
石舞台グッズ屋,観光,1000万円,500万円,50%,近畿,奈良県,橿原
富有柿園,農林,1億円,1000万円,10%,近畿,奈良県,橿原
富有柿園,農林,1億円,1000万円,10%,近畿,奈良県,橿原
柿の葉寿司屋,食品,1000万円,800万円,80%,近畿,奈良県,五條
柿の葉寿司屋,食品,1000万円,800万円,80%,近畿,奈良県,五條
富有柿園,農林,3億円,3000万円,10%,近畿,奈良県,五條
富有柿園,農林,3億円,3000万円,10%,近畿,奈良県,五條
柿ワイン工場,食品,5億円,2000万円,4%,近畿,奈良県,五條
柿の葉ずし屋,食品,1000万円,700万円,70%,近畿,奈良県,奈良
柿の葉ずし屋,食品,1000万円,700万円,70%,近畿,奈良県,奈良
せんとくんグッズ屋,観光,1000万円,500万円,50%,近畿,奈良県,奈良
巾着きつねうどん屋,食品,1000万円,500万円,50%,近畿,奈良県,奈良
シカせんべい屋,食品,1000万円,250万円,25%,近畿,奈良県,奈良
日本旅館,観光,3億円,900万円,3%,近畿,奈良県,奈良
日本旅館,観光,3億円,900万円,3%,近畿,奈良県,奈良
ならまち散歩道,観光,79億円,2億3700万円,3%,近畿,奈良県,奈良
和歌山ラーメン屋,食品,1000万円,800万円,80%,近畿,和歌山県,和歌山
富有柿園,農林,5000万円,500万円,10%,近畿,和歌山県,和歌山
梅干し林,農林,1億円,1000万円,10%,近畿,和歌山県,和歌山
梅干し林,農林,1億円,1000万円,10%,近畿,和歌山県,和歌山
ミカン園,農林,5000万円,400万円,8%,近畿,和歌山県,和歌山
ミカン園,農林,5000万円,400万円,8%,近畿,和歌山県,和歌山
ミカン園,農林,5000万円,400万円,8%,近畿,和歌山県,和歌山
ミカン園,農林,5000万円,400万円,8%,近畿,和歌山県,和歌山
めはり寿司屋,食品,1000万円,700万円,70%,近畿,和歌山県,新宮
さんま寿司屋,食品,1000万円,500万円,50%,近畿,和歌山県,新宮
さんま寿司屋,食品,1000万円,500万円,50%,近畿,和歌山県,新宮
